    2982.949       0.0000
    2982.961       0.0000
    2982.974       0.0000
    2982.986       0.0000
    2982.998       0.0000
    2983.010       0.0000
    2983.023       0.0000
    2983.035       0.0000
    2983.047       0.0000
    2983.060       0.0000
    2983.072       0.0000
    2983.084       0.0000
    2983.096       0.0000
    2983.109       0.0000
    2983.121       0.0000
    2983.133       0.0000
    2983.146       0.0000
    2983.158       0.0000
    2983.170       0.0000
    2983.183       0.0000
    2983.195       0.0000
    2983.207       0.0000
    2983.219       0.0000
    2983.232       0.0000
    2983.244       0.0000
    2983.256       0.0000
    2983.269       0.0000
    2983.281       0.0000
    2983.293       0.0000
    2983.305       0.0000
    2983.318       0.0000
    2983.330       0.0000
    2983.343       0.0000
    2983.355       0.0000
    2983.367       0.0000
    2983.379       0.0000
    2983.392       0.0000
    2983.404       0.0000
    2983.416       0.0000
    2983.428       0.0000
    2983.441       0.0000
    2983.453       0.0000
    2983.465       0.0000
    2983.478       0.0000
    2983.490       0.0000
    2983.502       0.0000
    2983.515       0.0000
    2983.527       0.0000
    2983.539       0.0000
    2983.552       0.0000
    2983.564       0.0000
    2983.576       0.0000
    2983.588       0.0000
    2983.601       0.0000
    2983.613       0.0000
    2983.625       0.0000
    2983.637       0.0000
    2983.650       0.0000
    2983.662       0.0000
    2983.674       0.0000
    2983.687       0.0000
    2983.699       0.0000
    2983.711       0.0000
    2983.724       0.0000
    2983.736       0.0000
    2983.748       0.0000
    2983.760       0.0000
    2983.773       0.0000
    2983.785       0.0000
    2983.797       0.0000
    2983.810       0.0000
    2983.822       0.0000
    2983.834       0.0000
    2983.846       0.0000
    2983.859       0.0000
    2983.871       0.0000
    2983.883       0.0000
    2983.896       0.0000
    2983.908       0.0000
    2983.920       0.0000
    2983.933       0.0000
    2983.945       0.0000
    2983.957       0.0000
    2983.969       0.0000
    2983.982       0.0000
    2983.994       0.0000
    2984.006       0.0000
    2984.019       0.0000
    2984.031       0.0000
    2984.043       0.0000
    2984.055       0.0000
    2984.068       0.0000
    2984.080       0.0000
    2984.092       0.0000
    2984.105       0.0000
    2984.117       0.0000
    2984.129       0.0000
    2984.142       0.0000
    2984.154       0.0000
    2984.166       0.0000
    2984.178       0.0000
    2984.191       0.0000
    2984.203       0.0000
    2984.215       0.0000
    2984.228       0.0000
    2984.240       0.0000
    2984.252       0.0000
    2984.264       0.0000
    2984.277       0.0000
    2984.289       0.0000
    2984.301       0.0000
    2984.314       0.0000
    2984.326       0.0000
    2984.338       0.0000
    2984.351       0.0000
    2984.363       0.0000
    2984.375       0.0000
    2984.387       0.0000
    2984.400       0.0000
    2984.412       0.0000
    2984.424       0.0000
    2984.437       0.0000
    2984.449       0.0000
    2984.461       0.0000
    2984.473       0.0000
    2984.486       0.0000
    2984.498       0.0000
    2984.510       0.0000
    2984.523       0.0000
    2984.535       0.0000
    2984.547       0.0000
    2984.560       0.0000
    2984.572       0.0000
    2984.584       0.0000
    2984.596       0.0000
    2984.609       0.0000
    2984.621       0.0000
    2984.633       0.0000
    2984.646       0.0000
    2984.658       0.0000
    2984.670       0.0000
    2984.682       0.0000
    2984.695       0.0000
    2984.707       0.0000
    2984.719       0.0000
    2984.732       0.0000
    2984.744       0.0000
    2984.756       0.0000
    2984.769       0.0000
    2984.781       0.0000
    2984.793       0.0000
    2984.805       0.0000
    2984.818       0.0000
    2984.830       0.0000
    2984.842       0.0000
    2984.854       0.0000
    2984.867       0.0000
    2984.879       0.0000
    2984.891       0.0000
    2984.904       0.0000
    2984.916       0.0000
    2984.928       0.0000
    2984.941       0.0000
    2984.953       0.0000
    2984.965       0.0000
    2984.978       0.0000
    2984.990       0.0000
    2985.002       0.0000
    2985.014       0.0000
    2985.027       0.0000
    2985.039       0.0000
    2985.051       0.0000
    2985.063       0.0000
    2985.076       0.0000
    2985.088       0.0000
    2985.100       0.0000
    2985.113       0.0000
    2985.125       0.0000
    2985.137       0.0000
    2985.150       0.0000
    2985.162       0.0000
    2985.174       0.0000
    2985.187       0.0000
    2985.199       0.0000
    2985.211       0.0000
    2985.223       0.0000
    2985.236       0.0000
    2985.248       0.0000
    2985.260       0.0000
    2985.272       0.0000
    2985.285       0.0000
    2985.297       0.0000
    2985.310       0.0000
    2985.322       0.0000
    2985.334       0.0000
    2985.346       0.0000
    2985.359       0.0000
    2985.371       0.0000
    2985.383       0.0000
    2985.396       0.0000
    2985.408       0.0000
    2985.420       0.0000
    2985.432       0.0000
    2985.445       0.0000
    2985.457       0.0000
    2985.469       0.0000
    2985.482       0.0000
    2985.494       0.0000
    2985.506       0.0000
    2985.519       0.0000
    2985.531       0.0000
    2985.543       0.0000
    2985.555       0.0000
    2985.568       0.0000
    2985.580       0.0000
    2985.592       0.0000
    2985.604       0.0000
    2985.617       0.0000
    2985.629       0.0000
    2985.641       0.0000
    2985.654       0.0000
    2985.666       0.0000
    2985.678       0.0000
    2985.691       0.0000
    2985.703       0.0000
    2985.715       0.0000
    2985.728       0.0000
    2985.740       0.0000
    2985.752       0.0000
    2985.764       0.0000
    2985.777       0.0000
    2985.789       0.0000
    2985.801       0.0000
    2985.813       0.0000
    2985.826       0.0000
    2985.838       0.0000
    2985.850       0.0000
    2985.863       0.0000
    2985.875       0.0000
    2985.887       0.0000
    2985.900       0.0000
    2985.912       0.0000
    2985.924       0.0000
    2985.937       0.0000
    2985.949       0.0000
    2985.961       0.0000
    2985.973       0.0000
    2985.986       0.0000
    2985.998       0.0000
    2986.010       0.0000
    2986.022       0.0000
    2986.035       0.0000
    2986.047       0.0000
    2986.059       0.0000
    2986.072       0.0000
    2986.084       0.0000
    2986.096       0.0000
    2986.109       0.0000
    2986.121       0.0000
    2986.133       0.0000
    2986.146       0.0000
    2986.158       0.0000
    2986.170       0.0000
    2986.182       0.0000
    2986.195       0.0000
    2986.207       0.0000
    2986.219       0.0000
    2986.231       0.0000
    2986.244       0.0000
    2986.256       0.0000
    2986.268       0.0000
    2986.281       0.0000
    2986.293       0.0000
    2986.305       0.0000
    2986.318       0.0000
    2986.330       0.0000
    2986.342       0.0000
    2986.354       0.0000
    2986.367       0.0000
    2986.379       0.0000
    2986.391       0.0000
    2986.404       0.0000
    2986.416       0.0000
    2986.428       0.0000
    2986.440       0.0000
