Y,-0.23
Zr,0.43
Nb,-0.55
Mo,-0.11
Ru,0.36
Rh,-0.42
Pd,-0.05
Ag,-0.81
Sn,1.84
Ba,0.4
La,-0.6
Ce,-0.31
Pr,0
Nd,-0.13
Sm,-0.51
Eu,-0.76
Gd,-0.27
Tb,-1.26
Dy,-0.21
Ho,-0.9
Er,-0.27
Tm,-1.24
Yb,0.84
Lu,-1.0
Hf,-0.59
Os,-0.43
Ir,0.2
Pt,0.3
Pb,-0.55
Bi,-0.4
Th,-0.98
U,-1.92
Sr,0
