Sr2,3464.453
Sr2,3474.889
Sr2,4077.719
Sr2,4161.792
Sr2,4215.519
Y2,3200.272
Y2,3203.322
Y2,3216.682
Y2,3242.280
Y2,3448.808
Y2,3549.010
Y2,3584.520
Y2,3600.740
Y2,3601.910
Y2,3611.040
Y2,3628.705
Y2,3633.122
Y2,3710.294
Y2,3774.330
Y2,3788.690
Y2,3818.340
Y2,3950.350
Zr2,3054.840
Zr2,3095.070
Zr2,3125.920
Zr2,3129.760
Zr2,3273.050
Zr2,3279.260
Zr2,3284.710
Zr2,3305.150
Zr2,3334.620
Zr2,3344.790
Zr2,3356.090
Zr2,3357.260
Zr2,3404.830
Zr2,3408.080
Zr2,3410.240
Zr2,3430.530
Zr2,3438.230
Zr2,3457.560
Zr2,3458.930
Zr2,3479.020
Zr2,3479.390
Zr2,3481.150
Zr2,3496.200
Zr2,3505.670
Zr2,3506.050
Zr2,3525.810
Zr2,3549.510
Zr2,3551.950
Zr2,3556.590
Zr2,3576.850
Zr2,3588.310
Zr2,3607.370
Zr2,3614.760
Zr2,3751.590
Zr2,3766.820
Zr2,3836.760
Zr2,3998.960
Nb2,3028.440
Nb2,3191.093
Nb2,3215.590
Nb2,3225.470
Mo1,3864.100
Ru1,3436.740
Ru1,3498.940
Ru1,3728.025
Ru1,3742.280
Ru1,3798.900
Ru1,3799.350
Rh1,3396.820
Rh1,3434.890
Rh1,3692.360
Rh1,3700.910
Pd1,3242.700
Pd1,3404.580
Pd1,3516.940
Pd1,3634.690
Ag1,3280.680
Ag1,3382.900
Sn1,3262.340
Sn1,3655.790
Sn1,3801.010
Ba2,3891.780
La2,3794.770
La2,3949.100
La2,3988.510
La2,3995.740
Ce2,3263.885
Ce2,3426.205
Ce2,3507.941
Ce2,3520.520
Ce2,3534.045
Ce2,3539.079
Ce2,3577.456
Ce2,3659.225
Ce2,3709.929
Ce2,3781.616
Ce2,3999.240
Nd2,3285.085
Nd2,3300.143
Nd2,3325.889
Nd2,3334.465
Nd2,3555.764
Nd2,3560.718
Nd2,3598.021
Nd2,3609.780
Nd2,3730.577
Nd2,3784.240
Nd2,3810.480
Nd2,3826.410
Nd2,3838.980
Sm2,3218.596
Sm2,3244.686
Sm2,3253.403
Sm2,3304.517
Sm2,3307.027
Sm2,3321.189
Sm2,3384.654
Sm2,3568.270
Sm2,3583.372
Sm2,3604.281
Sm2,3606.492
Sm2,3621.210
Sm2,3627.004
Sm2,3661.352
Sm2,3670.821
Sm2,3706.752
Sm2,3718.883
Sm2,3731.263
Sm2,3739.120
Sm2,3743.877
Sm2,3758.460
Sm2,3760.710
Sm2,3762.588
Sm2,3796.750
Sm2,3896.970
Eu2,3724.930
Eu2,3819.670
Eu2,3907.110
Eu2,3930.500
Gd2,3358.625
Gd2,3360.712
Gd2,3362.239
Gd2,3364.245
Gd2,3392.527
Gd2,3418.729
Gd2,3422.464
Gd2,3423.924
Gd2,3439.208
Gd2,3439.787
Gd2,3439.988
Gd2,3451.236
Gd2,3454.907
Gd2,3463.990
Gd2,3467.274
Gd2,3473.224
Gd2,3481.802
Gd2,3482.607
Gd2,3491.960
Gd2,3549.360
Gd2,3557.060
Gd2,3646.196
Gd2,3654.624
Gd2,3656.152
Gd2,3671.205
Gd2,3699.737
Gd2,3712.700
Gd2,3768.400
Gd2,3796.384
Tb2,3509.144
Tb2,3600.410
Tb2,3633.287
Tb2,3641.655
Tb2,3702.850
Dy2,3407.796
Dy2,3413.784
Dy2,3434.369
Dy2,3454.317
Dy2,3456.559
Dy2,3460.969
Dy2,3531.710
Dy2,3534.960
Dy2,3536.020
Dy2,3546.832
Dy2,3550.220
Dy2,3563.150
Dy2,3694.810
Dy2,3757.370
Dy2,3944.680
Dy2,3996.690
Ho2,3466.010
Ho2,3796.800
Ho2,3890.650
Er2,3364.076
Er2,3441.130
Er2,3499.103
Er2,3524.913
Er2,3524.913
Er2,3549.844
Er2,3559.894
Er2,3580.518
Er2,3616.566
Er2,3618.916
Er2,3633.536
Er2,3692.650
Er2,3700.720
Er2,3729.520
Er2,3742.640
Er2,3786.840
Er2,3830.480
Er2,3896.230
Er2,3906.310
Tm2,3014.294
Tm2,3131.255
Tm2,3362.615
Tm2,3397.498
Tm2,3462.197
Tm2,3700.256
Tm2,3701.360
Tm2,3761.914
Tm2,3795.760
Tm2,3848.020
Yb2,3289.370
Yb2,3694.190
Yb2,3694.200
Lu2,3077.605
Lu2,3397.070
Lu2,3472.480
Lu2,3554.420
Hf2,3012.900
Hf2,3109.113
Hf2,3255.279
Hf2,3399.793
Hf2,3569.040
Hf2,3276.850
Hf2,3399.790
Hf2,3719.280
Os1,3058.660
Ir1,3220.780
Ir1,3800.120
Pt1,3064.711
Pb1,3683.460
Bi1,3024.640
Th2,3351.230
Th2,3433.990
Th2,3435.980
Th2,3469.920
Th2,3539.590
Th2,3675.570
U2,3859.570
