Element,Lambda (A),Lamb Shift,Continuum,Convolution,Refer Abundance,Fit Abundance,Differ,Chi,Equiv Width (A)
Y2,3216.6820,0.0075,1.0898,4.0537,-0.2300,-0.6815,0.4515,3.2772e-01,1.3993e-01
