3129.2695,0.2425,725272.0000
3129.2795,0.2670,520902.0000
3129.2895,0.2869,286115.0000
3129.2995,0.3044,171019.0000
3129.3095,0.3229,139414.0000
3129.3195,0.3463,136377.0000
3129.3295,0.3785,137779.0000
3129.3395,0.4219,139061.0000
3129.3495,0.4770,157173.0000
3129.3595,0.5425,232919.0000
3129.3695,0.6151,430613.0000
3129.3795,0.6904,670627.0000
3129.3895,0.7635,789135.0000
3129.3995,0.8299,816973.0000
3129.4095,0.8861,821083.0000
3129.4195,0.9296,821648.0000
3129.4295,0.9590,821778.0000
3129.4395,0.9740,821838.0000
3129.4495,0.9747,821794.0000
3129.4595,0.9617,821211.0000
3129.4695,0.9361,819093.0000
3129.4795,0.8994,813317.0000
3129.4895,0.8543,796042.0000
3129.4995,0.8040,743685.0000
3129.5095,0.7531,626155.0000
3129.5195,0.7065,461537.0000
3129.5295,0.6693,321183.0000
3129.5395,0.6458,244976.0000
3129.5495,0.6389,225499.0000
3129.5595,0.6495,255186.0000
3129.5695,0.6762,344577.0000
3129.5795,0.7157,495549.0000
3129.5895,0.7637,657473.0000
3129.5995,0.8151,763108.0000
3129.6095,0.8653,805757.0000
3129.6195,0.9103,816952.0000
3129.6295,0.9475,818544.0000
3129.6395,0.9753,817184.0000
3129.6495,0.9928,813977.0000
3129.6595,0.9995,811608.0000
3129.6695,0.9952,813143.0000
3129.6795,0.9795,817349.0000
3129.6895,0.9519,820686.0000
3129.6995,0.9128,821957.0000
3129.7095,0.8634,821528.0000
3129.7195,0.8061,814471.0000
3129.7295,0.7453,761034.0000
3129.7395,0.6865,553809.0000
3129.7495,0.6361,264048.0000
3129.7595,0.6000,132276.0000
3129.7695,0.5830,104226.0000
3129.7795,0.5871,109837.0000
3129.7895,0.6117,165157.0000
3129.7995,0.6533,369172.0000
3129.8095,0.7063,660156.0000
3129.8195,0.7639,793928.0000
3129.8295,0.8192,819209.0000
3129.8395,0.8665,822105.0000
3129.8495,0.9014,822480.0000
3129.8595,0.9215,822560.0000
3129.8695,0.9262,822266.0000
3129.8795,0.9164,820115.0000
3129.8895,0.8947,810209.0000
3129.8995,0.8645,777042.0000
3129.9095,0.8303,698973.0000
3129.9195,0.7968,577255.0000
3129.9295,0.7686,455356.0000
3129.9395,0.7497,378251.0000
3129.9495,0.7427,358625.0000
3129.9595,0.7486,391488.0000
3129.9695,0.7664,466566.0000
3129.9795,0.7938,568884.0000
3129.9895,0.8269,678277.0000
3129.9995,0.8614,763881.0000
3130.0095,0.8927,806679.0000
3130.0195,0.9168,819676.0000
3130.0295,0.9302,821904.0000
3130.0395,0.9308,821299.0000
3130.0495,0.9173,819060.0000
3130.0595,0.8899,814336.0000
3130.0695,0.8502,802998.0000
3130.0795,0.8010,769229.0000
3130.0895,0.7464,680213.0000
3130.0995,0.6914,522396.0000
3130.1095,0.6413,353691.0000
3130.1195,0.6007,242799.0000
3130.1295,0.5728,195733.0000
3130.1395,0.5588,192615.0000
3130.1495,0.5569,230455.0000
3130.1595,0.5633,324838.0000
3130.1695,0.5722,476760.0000
3130.1795,0.5771,635198.0000
3130.1895,0.5723,739233.0000
3130.1995,0.5534,777217.0000
3130.2095,0.5191,746743.0000
3130.2195,0.4705,555536.0000
3130.2295,0.4110,207953.0000
3130.2395,0.3455,91136.9000
3130.2495,0.2794,66140.0000
3130.2595,0.2171,52927.7000
3130.2695,0.1623,48006.6000
