3794.2851,0.3751,2042740.0000
3794.2951,0.4182,2009620.0000
3794.3051,0.4478,1882380.0000
3794.3151,0.4638,1558260.0000
3794.3251,0.4694,1084540.0000
3794.3351,0.4702,711748.0000
3794.3451,0.4725,539188.0000
3794.3551,0.4822,494826.0000
3794.3651,0.5032,538317.0000
3794.3751,0.5365,708548.0000
3794.3851,0.5808,1076280.0000
3794.3951,0.6323,1545410.0000
3794.4051,0.6866,1869820.0000
3794.4151,0.7391,2000200.0000
3794.4251,0.7861,2036300.0000
3794.4351,0.8254,2045270.0000
3794.4451,0.8562,2048190.0000
3794.4551,0.8789,2049540.0000
3794.4651,0.8946,2050120.0000
3794.4751,0.9049,2050240.0000
3794.4851,0.9112,2050070.0000
3794.4951,0.9148,2049750.0000
3794.5051,0.9167,2049260.0000
3794.5151,0.9175,2048650.0000
3794.5251,0.9178,2048100.0000
3794.5351,0.9178,2047600.0000
3794.5451,0.9176,2047310.0000
3794.5551,0.9172,2047100.0000
3794.5651,0.9168,2046760.0000
3794.5751,0.9163,2045760.0000
3794.5851,0.9156,2043640.0000
3794.5951,0.9148,2040490.0000
3794.6051,0.9138,2037480.0000
3794.6151,0.9123,2036180.0000
3794.6251,0.9101,2037150.0000
3794.6351,0.9069,2039380.0000
3794.6451,0.9019,2041090.0000
3794.6551,0.8945,2040140.0000
3794.6651,0.8834,2032740.0000
3794.6751,0.8673,2012970.0000
3794.6851,0.8446,1979740.0000
3794.6951,0.8134,1946480.0000
3794.7051,0.7728,1934380.0000
3794.7151,0.7222,1946580.0000
3794.7251,0.6627,1942390.0000
3794.7351,0.5970,1790520.0000
3794.7451,0.5293,1276230.0000
3794.7551,0.4652,617679.0000
3794.7651,0.4109,333311.0000
3794.7751,0.3721,264456.0000
3794.7851,0.3530,243266.0000
3794.7951,0.3560,245646.0000
3794.8051,0.3808,273140.0000
3794.8151,0.4244,365196.0000
3794.8251,0.4819,736188.0000
3794.8351,0.5470,1423960.0000
3794.8451,0.6129,1861490.0000
3794.8551,0.6732,1984060.0000
3794.8651,0.7226,2002330.0000
3794.8751,0.7571,2000460.0000
3794.8851,0.7743,1994370.0000
3794.8951,0.7730,1985630.0000
3794.9051,0.7531,1973170.0000
3794.9151,0.7155,1953670.0000
3794.9251,0.6624,1917060.0000
3794.9351,0.5968,1823450.0000
3794.9451,0.5230,1498230.0000
3794.9551,0.4458,732608.0000
3794.9651,0.3706,329236.0000
3794.9751,0.3021,249446.0000
3794.9851,0.2444,197681.0000
3794.9951,0.2006,161477.0000
3795.0051,0.1724,140788.0000
3795.0151,0.1609,133030.0000
3795.0251,0.1664,136297.0000
3795.0351,0.1889,151464.0000
3795.0451,0.2275,181304.0000
3795.0551,0.2807,227023.0000
3795.0651,0.3460,290611.0000
3795.0751,0.4196,493410.0000
3795.0851,0.4971,1279660.0000
3795.0951,0.5735,1783940.0000
3795.1051,0.6444,1908320.0000
3795.1151,0.7063,1942530.0000
3795.1251,0.7572,1959450.0000
3795.1351,0.7965,1970220.0000
3795.1451,0.8249,1973720.0000
3795.1551,0.8441,1964190.0000
3795.1651,0.8559,1940880.0000
3795.1751,0.8620,1917980.0000
3795.1851,0.8633,1916570.0000
3795.1951,0.8604,1941870.0000
3795.2051,0.8525,1976540.0000
3795.2151,0.8385,1998180.0000
3795.2251,0.8167,1992410.0000
3795.2351,0.7850,1949580.0000
3795.2451,0.7420,1872770.0000
3795.2551,0.6865,1795890.0000
3795.2651,0.6192,1767260.0000
3795.2751,0.5419,1806490.0000
3795.2851,0.4584,1886720.0000
