3474.4041,1.5037,1076750.0000
3474.4141,1.7705,1175520.0000
3474.4241,2.0204,1219620.0000
3474.4341,2.2420,1233470.0000
3474.4441,2.4282,1246310.0000
3474.4541,2.5760,1265670.0000
3474.4641,2.6865,1285900.0000
3474.4741,2.7638,1300850.0000
3474.4841,2.8135,1308950.0000
3474.4941,2.8421,1310890.0000
3474.5041,2.8560,1304150.0000
3474.5141,2.8608,1281410.0000
3474.5241,2.8616,1240290.0000
3474.5341,2.8620,1197700.0000
3474.5441,2.8646,1181990.0000
3474.5541,2.8709,1205090.0000
3474.5641,2.8807,1250010.0000
3474.5741,2.8932,1288840.0000
3474.5841,2.9068,1309180.0000
3474.5941,2.9196,1316160.0000
3474.6041,2.9300,1317800.0000
3474.6141,2.9365,1318020.0000
3474.6241,2.9384,1317740.0000
3474.6341,2.9356,1316660.0000
3474.6441,2.9286,1313310.0000
3474.6541,2.9182,1305110.0000
3474.6641,2.9058,1289300.0000
3474.6741,2.8925,1266050.0000
3474.6841,2.8796,1241250.0000
3474.6941,2.8677,1224910.0000
3474.7041,2.8573,1224780.0000
3474.7141,2.8485,1240670.0000
3474.7241,2.8412,1263950.0000
3474.7341,2.8352,1281850.0000
3474.7441,2.8306,1282660.0000
3474.7541,2.8279,1260360.0000
3474.7641,2.8278,1221220.0000
3474.7741,2.8310,1186590.0000
3474.7841,2.8379,1180230.0000
3474.7941,2.8485,1208090.0000
3474.8041,2.8622,1251870.0000
3474.8141,2.8779,1286520.0000
3474.8241,2.8943,1303520.0000
3474.8341,2.9098,1309850.0000
3474.8441,2.9232,1312650.0000
3474.8541,2.9340,1313860.0000
3474.8641,2.9418,1313020.0000
3474.8741,2.9471,1308760.0000
3474.8841,2.9505,1299910.0000
3474.8941,2.9527,1289240.0000
3474.9041,2.9544,1284230.0000
3474.9141,2.9561,1289310.0000
3474.9241,2.9581,1300050.0000
3474.9341,2.9604,1308700.0000
3474.9441,2.9629,1312360.0000
3474.9541,2.9653,1312630.0000
3474.9641,2.9674,1311590.0000
3474.9741,2.9687,1310240.0000
3474.9841,2.9690,1308930.0000
3474.9941,2.9678,1308180.0000
3475.0041,2.9643,1308680.0000
3475.0141,2.9575,1310260.0000
3475.0241,2.9460,1311790.0000
3475.0341,2.9283,1312470.0000
3475.0441,2.9026,1312450.0000
3475.0541,2.8680,1312110.0000
3475.0641,2.8241,1311230.0000
3475.0741,2.7722,1307550.0000
3475.0841,2.7150,1291880.0000
3475.0941,2.6572,1241510.0000
3475.1041,2.6043,1133480.0000
3475.1141,2.5622,990100.0000
3475.1241,2.5359,881425.0000
3475.1341,2.5283,860405.0000
3475.1441,2.5396,935369.0000
3475.1541,2.5669,1071130.0000
3475.1641,2.6051,1197570.0000
3475.1741,2.6474,1268530.0000
3475.1841,2.6872,1293920.0000
3475.1941,2.7187,1299720.0000
3475.2041,2.7381,1299660.0000
3475.2141,2.7443,1296600.0000
3475.2241,2.7384,1286080.0000
3475.2341,2.7236,1255480.0000
3475.2441,2.7042,1191870.0000
3475.2541,2.6846,1107210.0000
3475.2641,2.6683,1044560.0000
3475.2741,2.6571,1040980.0000
3475.2841,2.6505,1095570.0000
3475.2941,2.6455,1170550.0000
3475.3041,2.6369,1224020.0000
3475.3141,2.6177,1245100.0000
3475.3241,2.5803,1246020.0000
3475.3341,2.5167,1237890.0000
3475.3441,2.4204,1224490.0000
3475.3541,2.2871,1206010.0000
3475.3641,2.1158,1181470.0000
3475.3741,1.9097,1147280.0000
3475.3841,1.6762,1076440.0000
3475.3941,1.4263,787565.0000
3475.4041,1.1732,260362.0000
